id,created_at,user_query,status,final_response,metadata,content,updated_at
061e3ed9-bdd1-4b55-8179-9e7a296b38dd,2025-12-12 09:15:34.601676+00,Quais proposições sobre saúde o deputado Nikolas Ferreira apresentou em 2024 e quanto ele gastou nesse período?,pending,,{},,2025-12-13 00:29:03.412652+00
06bb51d7-b03f-4493-8c8a-032cfd0c71d7,2025-12-13 01:31:19.217962+00,de que temas trata os discursos de tabata amaral?,completed,"## 🔍 Temas dos Discursos de Tabata Amaral

Não foi possível identificar os temas dos discursos da Deputada Tabata Amaral com as ferramentas disponíveis. A análise retornou um erro inesperado.

**O que você pode fazer:**
- Tente novamente em alguns instantes.
- Reformule a pergunta, talvez especificando um período ou tipo de discurso.
- Contate o suporte se o problema persistir.

---",{},,2025-12-13 01:31:38.732804+00
06da0d5a-9cbe-4969-8a1f-510cc90713a7,2025-12-12 10:27:39.941295+00,Quais proposições sobre saúde o deputado Nikolas Ferreira apresentou em 2024 e quanto ele gastou nesse período?,pending,,{},,2025-12-13 00:29:03.412652+00
07bde5ed-16e0-4ece-8f53-3a63ef45c610,2025-11-27 12:09:48.81315+00,quais os deputados de alagoas?,completed,"# Deputados de Alagoas 🏛️

Olá! Aqui estão os **9 deputados federais de Alagoas** atualmente em exercício:

## Lista Completa de Deputados:

1. **Alfredo Gaspar** - UNIÃO
2. **Arthur Lira** - PP
3. **Daniel Barbosa** - PP
4. **Delegado Fabio Costa** - PP
5. **Isnaldo Bulhões Jr.** - MDB
6. **Luciano Amaral** - PSD
7. **Marx Beltrão** - PP
8. **Paulão** - PT
9. **Rafael Brito** - MDB

## Distribuição por Partido:

- **PP (Progressistas)**: 4 deputados
- **MDB**: 2 deputados
- **UNIÃO**: 1 deputado
- **PSD**: 1 deputado
- **PT**: 1 deputado

---

**Quer saber mais sobre algum deputado específico, suas votações, projetos de lei ou despesas?** Posso ajudar com informações detalhadas sobre qualquer um deles!",{},,2025-12-13 00:29:03.412652+00
07c6a0ce-3448-458b-8527-07086f2adeb4,2025-12-03 15:26:15.858228+00,Quais as proposições sobre aborto?,completed,"Olá!

Com base nas análises recebidas, a seguir estão as proposições legislativas que tratam do tema do aborto, destacando seus status atuais:

*   **PL 883/2022**: Altera o Código Civil e Penal para incluir direitos do nascituro e criar crime de incitação ao aborto.
*   **PL 1640/2022**: Institui a Política Nacional de Humanização do Luto Materno e Parental. *Esta proposição foi APROVADA em 16/04/2024 na forma de um Substitutivo, após tramitação em regime de urgência.*
*   **PL 1753/2022**: Dispõe sobre parcerias entre a administração pública e organizações da sociedade civil para atender interesses do nascituro.
*   **PL 1838/2022**: Altera o Código Penal sobre a excludente de punibilidade do aborto em caso de estupro.
*   **PL 183/2023**: Define procedimentos para justificação e autorização do aborto em caso de estupro.
*   **PL 301/2023**: Estabelece procedimentos para realização de aborto em caso de gravidez resultante de estupro.
*   **PDL 23/2023**: Susta os efeitos de Portaria do Ministério da Saúde.
*   **PDL 46/2023**: Susta parcialmente Portaria do Ministério da Saúde.
*   **PL 998/2023**: Cria o tipo penal de impedimento de realização de aborto legal.
*   **PL 1003/2023**: Aumenta as penas dos crimes de aborto.
*   **PL 1344/2023**: Institui enfermarias exclusivas para mulheres em situação de abortamento.
*   **PL 1819/2023**: Dispõe sobre assistência psicológica às mulheres em casos de óbito perinatal e aborto.

As demais proposições listadas estão, em sua maioria, apensadas ao PL 1640/2022 ou seguem em tramitação regular nas comissões. O tema continua sendo amplamente debatido no Congresso Nacional, com projetos que buscam tanto ampliar garantias em casos já previstos em lei quanto aumentar restrições.

Espero que esta informação seja útil. Caso tenha mais alguma pergunta ou queira detalhes sobre alguma proposição específica, estou à disposição.",{},,2025-12-13 00:29:03.412652+00
07c92c4b-ac2f-4802-a00e-ba9924fd6995,2025-12-12 20:21:28.437511+00,quais as leis sobre ia neste ano?,completed,"## 📚 Proposições sobre Inteligência Artificial (IA) em 2025

Encontrei **2 proposições** sobre IA tramitando na Câmara no ano de 2025:

---

### PL 5792/2025 - Observatórios de Transparência em Licitações com IA

**Ementa:** Institui a Lei Nacional de Observatórios de Transparência em Licitações com Inteligência Artificial (IA), para auditoria automatizada e contínua de editais, contratos e processos licitatórios no âmbito da administração pública direta e indireta, e dá outras providências.

**Status:** Em tramitação

---

### PL 5800/2025 - Triagem Preventiva com IA no SUS

**Ementa:** Institui a Lei Nacional de Triagem Preventiva Obrigatória com Inteligência Artificial (IA) no Sistema Único de Saúde (SUS), com o objetivo de integrar sistemas automatizados de análise de exames laboratoriais e de imagem ao e-SUS, visando à detecção precoce de câncer, diabetes e doenças cardiovasculares, e dá outras providências.

**Status:** Em tramitação

---

**Observação:** Ambas as proposições estão atualmente em tramitação. Para obter mais detalhes sobre a tramitação específica de cada projeto, você pode perguntar sobre qualquer um deles individualmente.

**Fonte:** Câmara dos Deputados",{},,2025-12-13 00:29:03.412652+00
07f2f5d6-ff06-461c-ae40-609d3f55e610,2025-12-12 15:21:30.184986+00,QUAIS AS PROPOSICOES SOBRE IA DESTE ANO?,completed,"Olá!

Entendi que você gostaria de saber as proposições sobre Inteligência Artificial (IA) deste ano. Encontrei duas proposições que abordam o tema:

## 📋 Proposições sobre Inteligência Artificial em 2025

*Total: 2 proposições encontradas*

| Tipo | Número | Ano | Ementa | Status |
|------|--------|-----|---------|--------|
| PL | 5792 | 2025 | Institui a Lei Nacional de Observatórios de Transparência em Licitações com Inteligência Artificial (IA), para auditoria automatizada e contínua de editais, contratos e processos licitatórios | Aguardando Chancela e Publicação do Despacho |
| PL | 5800 | 2025 | Institui a Lei Nacional de Triagem Preventiva Obrigatória com Inteligência Artificial (IA) no Sistema Único de Saúde (SUS) | Em tramitação |

### Detalhes da última tramitação (PL 5792/2025):
- **Data:** 11/11/2025 16:31
- **Local:** Mesa Diretora
- **Situação:** Aguardando Chancela e Publicação do Despacho
- **Autor:** Deputado Marcos Tavares (PDT/RJ)

### Temas principais abordados:
1. Uso de IA para auditoria de licitações e contratos públicos
2. Aplicação de IA no sistema de saúde para triagem e diagnóstico precoce

*Fonte: Câmara dos Deputados*

Estas são as proposições relacionadas à Inteligência Artificial apresentadas este ano na Câmara dos Deputados. Ambas estão em fase inicial de tramitação, tendo sido apresentadas recentemente.

Se precisar de mais detalhes sobre alguma delas, me diga!",{},,2025-12-13 00:29:03.412652+00
08d7253a-68cb-4c60-992e-aedebe9d1702,2025-12-12 15:27:48.360215+00,Quais os deputados do pt do rio?,completed,"Olá!

Com base nas informações que obtive, a bancada do PT do Rio de Janeiro na Câmara dos Deputados é composta por 4 parlamentares:

| Nome | Partido | UF |
|---|---|---|
| Benedita da Silva | PT | RJ |
| Dimas Gadelha | PT | RJ |
| Lindbergh Farias | PT | RJ |
| Reimont | PT | RJ |

Estes são os deputados federais que representam o Partido dos Trabalhadores (PT) pelo estado do Rio de Janeiro na atual legislatura.

Se precisar de mais detalhes sobre a atuação de algum desses deputados ou tiver outra pergunta, é só me dizer!",{},,2025-12-13 00:29:03.412652+00
091917bd-5eee-4414-83fa-21ba3be32b0b,2025-11-27 12:11:07.111685+00,Cuales on las proposisiones acerca del aborto?,pending,,{},,2025-12-13 00:29:03.412652+00
099dbaa8-4704-48c9-8ba5-70c533a9f04f,2025-12-01 01:16:34.611827+00,deputados do pl?,pending,,{},,2025-12-13 00:29:03.412652+00
0a366464-924a-4f4f-bc6b-b82118ecc644,2025-12-13 00:45:54.771896+00,Mostre as proposições sobre educação de 2025,completed,"## 📜 Proposições sobre Educação em 2025

Encontrei **82 proposições** tramitando na Câmara sobre educação. Apresento as 20 mais relevantes:

---

### PL 13/2025

**Ementa:** Permite que entidades de educação usem créditos de energia elétrica.

---

### PL 26/2025

**Ementa:** Inclui a disciplina de ""Processo Legislativo"" nos cursos de Direito.

---

### PL 60/2025

**Ementa:** Regulamenta as eleições diretas para diretores de escolas públicas.

---

### PL 110/2025

**Ementa:** Inclui educação financeira no currículo do ensino médio.

---

### PL 275/2025

**Ementa:** Institui a Política de Sustentabilidade nas Instituições de Ensino.

---

### PL 276/2025

**Ementa:** Inclui a disciplina de Meio Ambiente no currículo escolar.

---

### PL 326/2025

**Ementa:** Institui a Política Nacional de Educação Física Escolar.

---

### PL 516/2025

**Ementa:** Inclui inteligência emocional no currículo escolar.

---

### PL 517/2025

**Ementa:** Cria o Programa de Valorização e Capacitação dos Professores.

---

### PL 657/2025

**Ementa:** Dispensa o diagnóstico clínico para alunos da educação especial.

---

### PL 672/2025

**Ementa:** Estende o piso salarial para professores temporários.

---

### PL 760/2025

**Ementa:** Dispõe sobre a recomposição orçamentária das universidades federais.

---

### PL 840/2025

**Ementa:** Dispõe sobre o combate à erotização precoce nas escolas.

---

### PL 879/2025

**Ementa:** Flexibiliza a data de corte para ingresso de crianças no ensino infantil e fundamental.

---

### PL 899/2025

**Ementa:** Dispõe sobre a Lei de Inclusão Digital e Inteligência Artificial na Educação.

---

### PL 909/2025

**Ementa:** Insere a Educação Digital no currículo escolar.

---

### PL 926/2025

**Ementa:** Dispõe sobre a Política Nacional de Melhoria da Escolaridade Indígena.

---

### PL 1007/2025

**Ementa:** Estabelece diretrizes sobre eventos religiosos em escolas.

---

### PL 1040/2025

**Ementa:** Dispõe sobre a formação de professores para alunos com Transtorno do Espectro Autista (TEA).

---

### PL 1317/2025

**Ementa:** Implementa diretrizes de inclusão no curso de Pedagogia.

---

**Observação:** Estas são as 20 proposições mais relevantes sobre educação encontradas. Para detalhes sobre outras proposições ou informações específicas, por favor, me informe.

**Fonte:** Câmara dos Deputados",{},,2025-12-13 00:46:28.568419+00
0abefbcb-3ab1-47f9-8692-d8bc1ac6c94f,2025-12-04 14:29:50.959542+00,QuAIS AS PROPOSICOES SOBRE CRIME ORGANIZADO?,completed,"Olá! Compreendo sua busca por informações sobre proposições legislativas acerca do crime organizado. Analisei os dados fornecidos e compilei uma lista abrangente para você.

**Proposições Legislativas sobre Crime Organizado (em 04/12/2025):**

As proposições identificadas abordam diversos aspectos do combate e prevenção ao crime organizado, sendo categorizadas da seguinte forma:

**1. Projetos Estruturantes e de Combate Geral:**

*   **PL 5582/2025:** Altera diversas leis para dispor sobre o combate às organizações criminosas no País.
*   **PL 4120/2024:** Dispõe sobre associação interfederativa para enfrentamento ao crime organizado transnacional.
*   **PL 5721/2025:** Estabelece rol de facções criminosas como organizações terroristas.
*   **PL 4274/2025:** Aperfeiçoa critérios para identificação de vínculo com organização criminal.

**2. Aumento de Penas e Agravantes:**

*   **PL 767/2025:** Aumenta pena e classifica organização criminosa como crime hediondo.
*   **PL 5558/2025:** Aumenta a pena do crime de organização criminosa.
*   **PL 4190/2023:** Aumenta pena para integrar organização criminosa.
*   **PL 209/2025:** Aumenta pena e estabelece percentual mais gravoso para progressão de regime.

**3. Novas Tipificações:**

*   **PL 5623/2025:** Dispõe sobre continuidade delitiva em organizações criminosas.
*   **PL 5723/2025:** Tipifica uso de drones e armamentos de guerra por organizações criminosas.
*   **PL 4807/2025:** Criminaliza expulsão coercitiva de moradores por organizações criminosas.
*   **PL 5173/2025:** Tipifica associação de tipo mafioso.

**4. Medidas de Proteção e Prevenção:**

*   **PL 5954/2025:** Cria Programa Nacional de Proteção a Servidores da Segurança Pública.
*   **PL 4688/2025:** Proteção de agentes públicos em situação de risco.
*   **PL 1276/2024:** Assistência à sanidade física e mental de policiais.
*   **PL 1012/2025:** Sistemas de reconhecimento facial em terminais rodoviários.

**5. Cooperação e Inteligência:**

*   **PL 289/2025:** Estabelece cooperação entre instituições para obtenção de provas.
*   **PL 4614/2025:** Medidas contra organizações criminosas digitais.
*   **PL 4566/2024:** Aprimoramento do compartilhamento de informações na faixa de fronteira.

**6. Patrimônio e Finanças:**

*   **PL 4321/2025:** Medidas de prevenção e combate à lavagem de dinheiro.
*   **PL 5649/2025:** Inabilitação empresarial quando empresa for usada pelo crime organizado.
*   **PL 4154/2024:** Destinação de armas apreendidas do crime organizado.

Espero que esta lista detalhada seja útil para sua pesquisa. Se desejar informações mais aprofundadas sobre o status atual ou a tramitação de qualquer uma destas proposições, por favor, me informe qual delas lhe interessa.",{},,2025-12-13 00:29:03.412652+00
0acac976-08c1-4e2d-bef0-dbf74d408a63,2025-12-13 23:29:18.34944+00,vc sabe da proposição da anistia ou dosimetria?,completed,"## 📜 Proposições sobre Anistia em 2024 e 2023

Encontrei **7 proposições** sobre anistia tramitando na Câmara:

### PL 2622/2024 - Anistia para Drogas
- **Ementa:** Propõe anistia para acusados por posse de até 40g de Cannabis ou 6 plantas, referindo-se ao artigo 28 da Lei 11.343/2006 (Lei de Drogas).
- **Status:** Em tramitação

---

### PL 3366/2024 - Anistia para Empregados Públicos
- **Ementa:** Anistia para empregados públicos de empresas como RFFSA, CBTU e TRENSURB, com foco em demissões sem justa causa.
- **Status:** Em tramitação

---

### PL 3128/2024 - Anistia para Ajuda Humanitária no RS
- **Ementa:** Anistia para infrações de trânsito de veículos em missão de ajuda humanitária no Rio Grande do Sul, relacionado ao estado de calamidade pública.
- **Status:** Em tramitação

---

### PL 2954/2024 - Anistia de Dívida Estadual
- **Ementa:** Autoriza a União a anistiar dívida do Estado do Rio Grande do Sul.
- **Status:** Em tramitação

---

### PL 5774/2023 - Anistia para Manifestantes de 8 de Janeiro
- **Ementa:** Concede anistia aos acusados pelos crimes relacionados às manifestações em Brasília no dia 08/01/2023.
- **Status:** Em tramitação

---

### PL 3352/2023 - Anistia Eleitoral
- **Ementa:** Anistia para candidatos à presidência e vice nas eleições de 2022 que foram processados ou condenados com base na legislação eleitoral.
- **Status:** Em tramitação

---

### PL 5847/2023 - Anistia para Manifestações sobre Urnas
- **Ementa:** Anistia para quem teve registro/diploma cassado por manifestações sobre sistema eleitoral.
- **Status:** Em tramitação

---

**Observação:** A maioria das propostas de anistia em 2024 e 2023 está relacionada a eventos políticos recentes. Há diversas propostas de anistia em diferentes áreas: drogas, trânsito, eleições, dívidas.

Quanto à dosimetria penal, não foram encontradas proposições específicas nesta busca. A dosimetria geralmente se refere ao cálculo da pena, mas não há projetos de lei tratando diretamente deste tema.

**Fonte:** Câmara dos Deputados",{},,2025-12-13 23:30:07.025799+00
0b19d1fe-27b1-4bdc-b95e-44702e7735d3,2025-11-26 18:16:50.542239+00,gostaria que mostrasse os projetos de lei.,completed,"# 📋 Projetos de Lei - Sua Resposta

Opa! Encontrei **25 projetos de lei** na base de dados. A lista acima mostra os principais, com temas que variam de **saúde**, **direito do consumidor**, **trânsito**, **meio ambiente** e **economia familiar** — a maioria de 2003.

**O importante:** você pode navegar por qualquer um desses projetos. Basta me dizer qual PL você quer acompanhar (o número e ano), e eu trago o **status atual**, **quem propôs**, **votações** e tudo mais.

**Quer ir direto?** Me mande:
- Um número específico do PL (ex: ""PL 1156/2003 sobre juros"")
- Um tema que te interessa (ex: ""PLs sobre saúde de 2024"")
- O nome de um deputado

Qual você quer explorar? 🎯",{},,2025-12-13 00:29:03.412652+00
